id,Predicted_Like,album,artist_uri,artist,track,url,popularity,release_date,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre agg score
06S18NC3FGuEYFRoS8WgsP,True,Home Of The Blues,60PxSDzeNfdNALOPi5oe7b,The Nashville Bluegrass Band,The New Democracy,https://open.spotify.com/track/06S18NC3FGuEYFRoS8WgsP,21,1991,1991,0.513,0.429,2,-15.271,1,0.0336,0.471,0.95,0.291,0.819,142.354,176240,4,15.0
077bzGp5Lub2Yofj0u76Le,True,Black Metal,5fwaejlOHVBAw1KhIPPaQe,Venom,Nightmare - Radio 1 Session,https://open.spotify.com/track/077bzGp5Lub2Yofj0u76Le,21,1982-11-01,1982,0.331,0.765,0,-12.168,1,0.069,2.25e-05,0.0377,0.279,0.17,124.973,205067,4,5.0
07ARfS39HSzPfEWZS8opOs,True,Live at Jittery Joe's,38xTceqQAKg4Q2TwFCm902,Jeff Mangum,I Love How You Love Me - Live,https://open.spotify.com/track/07ARfS39HSzPfEWZS8opOs,40,2001,2001,0.371,0.692,9,-9.981,0,0.241,0.851,3.79e-06,0.859,0.511,91.188,206773,3,9.0
07Tx168RSsUS1HqkDIOZbH,True,Time For A Change,0lax1ZgWclW6mZFaGu27MM,Cupid,Cupid Shuffle,https://open.spotify.com/track/07Tx168RSsUS1HqkDIOZbH,61,2007-09-11,2007,0.785,0.582,5,-4.877,0,0.237,0.191,0.0,0.2,0.861,71.774,231360,4,11.0
0815caqt2Lytro5EIzMufT,True,Lifehouse,5PokPZn11xzZXyXSfnvIM3,Lifehouse,You And Me,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT,75,2005-03-22,2005,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,195493,3,1.0
08QvVJT8y6b0i2nH9mUeMj,True,Got To Be There,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,Got To Be There - Single Version,https://open.spotify.com/track/08QvVJT8y6b0i2nH9mUeMj,43,1972-01-24,1972,0.349,0.569,1,-9.512,1,0.0434,0.11,0.000122,0.0416,0.721,171.354,204907,4,13.0
08Ty4imIKiJwamGWHuW0y8,True,Off The Wall - Ten Years of Wall of Sound,7oBJEgh7PQKJuxXb1lUEKA,Various Artists,Start The Commotion,https://open.spotify.com/track/08Ty4imIKiJwamGWHuW0y8,32,2006-12-31,2006,0.688,0.979,1,-4.196,0,0.0491,0.00039,0.717,0.319,0.958,119.901,225360,4,16.0
08bNPGLD8AhKpnnERrAc6G,True,FRIENDS,64KEffDW9EtZ1y2vBYgq8T,Marshmello,FRIENDS,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,82,2018-02-09,2018,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621,4,1.0
08bn759cPYICtUPoYx29P0,True,Supa Dupa Fly,2wIVse2owClT7go1WT98tk,Missy Elliott,Sock It 2 Me (feat. Da Brat),https://open.spotify.com/track/08bn759cPYICtUPoYx29P0,54,1997-07-11,1997,0.874,0.498,8,-9.108,1,0.233,0.00791,0.00375,0.102,0.599,81.998,257467,4,16.0
08kTO4EW0jb07zNsCNM83w,True,Chariot - Stripped,5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,Chariot,https://open.spotify.com/track/08kTO4EW0jb07zNsCNM83w,58,2004-07-26,2004,0.281,0.779,7,-5.104,1,0.0514,0.0437,0.0,0.37,0.344,167.172,239173,4,21.0
08uGhvS5MfBk7crUCpnjva,True,Intuition,7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,Blame It,https://open.spotify.com/track/08uGhvS5MfBk7crUCpnjva,65,2008-12-11,2008,0.673,0.614,7,-5.426,1,0.103,0.0782,0.0,0.139,0.362,176.052,289747,4,18.0
08vjsE3N31ai3ARwj5uW2i,True,Fanmail,0TImkz4nPqjegtVSMZnMRq,TLC,Dear Lie,https://open.spotify.com/track/08vjsE3N31ai3ARwj5uW2i,40,1999-02-23,1999,0.548,0.444,0,-8.734,1,0.0293,0.0376,0.0,0.179,0.243,173.834,310760,4,23.0
08zJpaUQVi9FrKv2e32Bah,True,Late Nights: The Album,3KV3p5EY4AvKxOlhGHORLg,Jeremih,Planez,https://open.spotify.com/track/08zJpaUQVi9FrKv2e32Bah,71,2015-12-04,2015,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,240320,4,4.0
09IOPhEh1OMe0HD9b36FJk,True,beerbongs & bentleys,246dkjvS1zLTtiykXe5h60,Post Malone,Over Now,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk,73,2018-04-27,2018,0.569,0.777,4,-4.041,0,0.0834,0.139,0.0,0.132,0.181,164.027,246987,4,20.0
09IStsImFySgyp0pIQdqAc,True,The Middle,2qxJFvFYMEDqd7ui6kSAcq,Zedd,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,82,2018-01-23,2018,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,11.0
09JIRdAUXXhSVqnHtTdK8I,True,"Hawaiian-Style Punk and Ska, Vol. 1",1NB6ttNPDxR31H2nH7a6b6,Various Artists,Letterman,https://open.spotify.com/track/09JIRdAUXXhSVqnHtTdK8I,0,1997,1997,0.279,0.473,4,-19.726,1,0.0474,1.8e-05,0.898,0.115,0.961,166.603,101480,4,8.0
09bsOvtGHSrJQzQiTC7iNS,True,Ali Farka Toure,3mNygoyrEKLgo6sx0MzwOL,Ali Farka Touré,Sidy Gouro,https://open.spotify.com/track/09bsOvtGHSrJQzQiTC7iNS,22,1988-01-01,1988,0.717,0.233,2,-19.14,1,0.0464,0.62,0.00139,0.0575,0.605,111.043,227773,4,4.0
09mEdoA6zrmBPgTEN5qXmN,True,"My Dear Melancholy,",1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,Call Out My Name,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,82,2018-03-30,2018,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3,8.0
0AA6zq5ArZ1sSH7VIMi4NK,True,Music Is My Savior,76RrKpsvOmSKG8CIjROdSG,MiMS,This Is Why I'm Hot,https://open.spotify.com/track/0AA6zq5ArZ1sSH7VIMi4NK,59,2007-01-01,2007,0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021,253707,4,11.0
0AcicReEGm1qcENjqzh1Tg,True,A Love Letter To You 3,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,Love Scars 3,https://open.spotify.com/track/0AcicReEGm1qcENjqzh1Tg,69,2018-11-09,2018,0.544,0.524,8,-7.914,1,0.0621,0.136,0.0,0.106,0.117,81.982,129429,4,21.0
0B8QzDH7YWih85V5SEMnyJ,True,Lil Uzi Vert vs. The World,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,Money Longer,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,76,2016-05-27,2016,0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173,198944,4,20.0
0BP2RFjKRSmNtkJW3f1nhR,True,Set It Off (Music From The New Line Cinema Motion Picture),05oH07COxkXKIMt6mIPRee,Set It Off,Missing You,https://open.spotify.com/track/0BP2RFjKRSmNtkJW3f1nhR,46,1996-09-24,1996,0.581,0.505,4,-5.434,1,0.0309,0.231,0.0,0.142,0.131,135.594,252494,4,13.0
0BZcexHuOrvKpqo0MJ9kUu,True,Dance Baby,5wJK4kQAkVGjqM9x46KQOC,Solomun,Deep Circus,https://open.spotify.com/track/0BZcexHuOrvKpqo0MJ9kUu,35,2009-10-26,2009,0.809,0.488,3,-9.637,0,0.0684,0.0129,0.904,0.0843,0.379,125.999,457735,4,5.0
0CAfXk7DXMnon4gLudAp7J,True,Mail on Sunday,0jnsk9HBra6NMjO2oANoPY,Flo Rida,Low (feat. T-Pain),https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J,79,2008-03-17,2008,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4,16.0
0CC1lpS9ldueyirStjBoSD,True,Milano new wave 1980-83,35dWYIuiFN5YxfgcCbb29K,Various Artists,Moon,https://open.spotify.com/track/0CC1lpS9ldueyirStjBoSD,4,2009-12-21,2009,0.32,0.492,5,-6.388,1,0.0338,0.688,0.00399,0.288,0.0356,110.064,187413,1,1.0
0CYKwYQwbc7QZOB1gzNt7B,True,Professor Satchafunkilus and the Musterion of Rock,2yzxX2DI9LFK8VFTyW2zZ8,Joe Satriani,Asik Vaysel,https://open.spotify.com/track/0CYKwYQwbc7QZOB1gzNt7B,19,2008-04-01,2008,0.318,0.951,9,-6.863,1,0.0717,0.00783,0.945,0.312,0.345,179.077,462213,4,5.0
0CmXXEwul09Kf8X68lPA5l,True,Open Letter,5aEWnrN8h3MhuFUPRfaVuy,Case,Missing You,https://open.spotify.com/track/0CmXXEwul09Kf8X68lPA5l,54,2001-01-01,2001,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,284667,4,10.0
0Cv793kzucEHiOPu7EEVSD,True,Flying In A Blue Dream,2yzxX2DI9LFK8VFTyW2zZ8,Joe Satriani,Can't Slow Down,https://open.spotify.com/track/0Cv793kzucEHiOPu7EEVSD,26,1989-10-30,1989,0.456,0.992,4,-5.563,0,0.08,0.00157,0.0622,0.262,0.38,135.906,289933,4,5.0
0Dc7J9VPV4eOInoxUiZrsL,True,Late Nights: The Album,3KV3p5EY4AvKxOlhGHORLg,Jeremih,Don't Tell 'Em,https://open.spotify.com/track/0Dc7J9VPV4eOInoxUiZrsL,72,2015-12-04,2015,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,266840,4,4.0
0DiWol3AO6WpXZgp0goxAV,True,Discovery,4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,One More Time,https://open.spotify.com/track/0DiWol3AO6WpXZgp0goxAV,75,2001-03-07,2001,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,320357,4,10.0
0DjzUUdiltvAnYSwdhTbms,True,One Word Extinguisher,0ZsnKPvBsvvycnET2GZMrG,Prefuse 73,Perverted Undertone,https://open.spotify.com/track/0DjzUUdiltvAnYSwdhTbms,37,2003-05-05,2003,0.632,0.573,4,-6.938,0,0.031,0.0349,0.943,0.125,0.27,94.003,198040,4,4.0
0EEYgsFx2xUQcFcQrwwEV3,True,Loon,2gie1bU1LwnxdFAJoTLjzT,Loon,How You Want That (feat. Kelis),https://open.spotify.com/track/0EEYgsFx2xUQcFcQrwwEV3,40,2003,2003,0.895,0.827,8,-4.465,1,0.0598,0.343,0.000951,0.0435,0.899,101.2,265560,4,4.0
0EGuSSpuu9wmHCtvb4PdLO,True,"Sit Still, Look Pretty",6Dd3NScHWwnW6obMFbl1BH,Daya,"Sit Still, Look Pretty",https://open.spotify.com/track/0EGuSSpuu9wmHCtvb4PdLO,69,2016-10-07,2016,0.657,0.739,2,-4.081,1,0.274,0.141,0.0,0.178,0.543,181.994,202221,4,20.0
0EQuu6hyNACWI7LT7N5pRv,True,After The Storm,6nzxy2wXs6tLgzEtqOkEi2,Monica,U Should've Known Better,https://open.spotify.com/track/0EQuu6hyNACWI7LT7N5pRv,56,2003,2003,0.753,0.516,6,-5.164,1,0.0308,0.191,0.0,0.275,0.826,122.019,257787,4,12.0
0Eu5SrReZzaJX0NLKI8tQS,True,Kelis Was Here,0IF46mUS8NXjgHabxk2MCM,Kelis,Bossy Featuring Too $hort (feat. Too $hort),https://open.spotify.com/track/0Eu5SrReZzaJX0NLKI8tQS,50,2006-08-22,2006,0.906,0.624,4,-5.556,1,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,274947,4,9.0
0F6RPDtMi519sr7sl2gOVv,True,Finally Found You,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,Finally Found You,https://open.spotify.com/track/0F6RPDtMi519sr7sl2gOVv,51,2012-01-01,2012,0.622,0.881,6,-4.871,0,0.0956,0.0109,0.0,0.348,0.664,127.958,220813,4,2.0
0FTJRz9DPmlWScVVVhqDnD,True,Flying In A Blue Dream,2yzxX2DI9LFK8VFTyW2zZ8,Joe Satriani,One Big Rush,https://open.spotify.com/track/0FTJRz9DPmlWScVVVhqDnD,31,1989-10-30,1989,0.379,0.964,9,-4.343,1,0.112,0.00263,0.832,0.0356,0.58,172.149,206507,4,5.0
0Fpen1PTuEnCmOJtUU9Iud,True,New Patek,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,New Patek,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,71,2018-09-18,2018,0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,343099,4,20.0
0GctsBvIFq4v2a84YofESp,True,Third,6liAMWkVf5LH7YR9yfFy1Y,Portishead,Deep Water,https://open.spotify.com/track/0GctsBvIFq4v2a84YofESp,29,2008-01-01,2008,0.709,0.0741,6,-16.567,1,0.0349,0.987,0.0251,0.122,0.383,91.311,90880,4,22.0
0H8XeaJunhvpBdBFIYi6Sh,True,Stoney (Deluxe),246dkjvS1zLTtiykXe5h60,Post Malone,Deja Vu,https://open.spotify.com/track/0H8XeaJunhvpBdBFIYi6Sh,70,2016-12-09,2016,0.62,0.69,7,-6.508,1,0.0493,0.0931,0.0,0.131,0.331,133.935,234213,4,20.0
0HLWvLKQWpFdPhgk6ym58n,True,Battle Studies,0hEurMDQu99nJRq8pTxO14,John Mayer,Who Says,https://open.spotify.com/track/0HLWvLKQWpFdPhgk6ym58n,67,2009-11-13,2009,0.584,0.509,2,-13.109,1,0.0287,0.267,0.00252,0.36,0.367,90.457,175480,4,22.0
0Hf4aIJpsN4Os2f0y0VqWl,True,Global Warming: Meltdown (Deluxe Version),0TnOYISbd1XYRBk9myaseg,Pitbull,Feel This Moment (feat. Christina Aguilera),https://open.spotify.com/track/0Hf4aIJpsN4Os2f0y0VqWl,71,2012,2012,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,229507,4,10.0
0HnaqUxvHP5LaWdmWwJpiS,True,Overexposed (Deluxe),04gDigrS5kc9YWfZHwBETP,Maroon 5,Love Somebody,https://open.spotify.com/track/0HnaqUxvHP5LaWdmWwJpiS,59,2012-01-01,2012,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016,229813,4,6.0
0IBgCsG8dRnUtveiIaoFHF,True,Hits,1255GTUKNCLCTvH9ctD4cT,Dru Hill,In My Bed - So So Def Mix,https://open.spotify.com/track/0IBgCsG8dRnUtveiIaoFHF,55,2005-10-11,2005,0.828,0.654,10,-7.674,0,0.226,0.106,0.0,0.0689,0.817,95.254,242360,4,21.0
0IkKz2J93C94Ei4BvDop7P,True,Sorry For Party Rocking,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,Party Rock Anthem,https://open.spotify.com/track/0IkKz2J93C94Ei4BvDop7P,67,2011-01-01,2011,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,262173,4,8.0
0IktbUcnAGrvD03AWnz3Q8,True,We Sing. We Dance. We Steal Things.,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,Lucky,https://open.spotify.com/track/0IktbUcnAGrvD03AWnz3Q8,76,2008-05-12,2008,0.623,0.417,0,-8.699,1,0.0354,0.296,0.0,0.135,0.721,130.032,191360,4,21.0
0JCAezTC5IlK1a9o0YBEsD,True,Miss Thang,6nzxy2wXs6tLgzEtqOkEi2,Monica,Don't Take It Personal (Just One of Dem Days),https://open.spotify.com/track/0JCAezTC5IlK1a9o0YBEsD,56,1995-07-18,1995,0.731,0.355,8,-12.741,1,0.0603,0.00864,5.14e-05,0.0579,0.529,175.72,258467,4,12.0
0Jh9EBGN205Yc7JN2zZ2f1,True,Heavier Things,0hEurMDQu99nJRq8pTxO14,John Mayer,Bigger Than My Body,https://open.spotify.com/track/0Jh9EBGN205Yc7JN2zZ2f1,57,2003-09-09,2003,0.607,0.936,4,-3.071,1,0.033,0.0121,0.0418,0.309,0.517,117.303,265960,4,22.0
0JmiBCpWc1IAc0et7Xm7FL,True,All the Little Lights (Deluxe Version),0gadJ2b9A4SKsB1RFkBb66,Passenger,Let Her Go,https://open.spotify.com/track/0JmiBCpWc1IAc0et7Xm7FL,75,2013-02-17,2013,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,4,17.0
0Jt2HSGLDJmUje0kIkq5hj,True,Dimanche a Bamako,3KH7WsR2JZQ94Ik8SyabU6,Amadou & Mariam,M' Bife,https://open.spotify.com/track/0Jt2HSGLDJmUje0kIkq5hj,49,2005,2005,0.731,0.591,7,-7.232,1,0.0255,0.815,0.00999,0.208,0.415,108.998,131133,4,4.0
0JuHGHBM4kdINqDvhp5w4F,True,"Har Har Har - Songs About Pirates, Penguins And Punk Rock Babies",0HWPt04Mf5xOmv70oKdbtn,David Rovics,The Fruit That Got Away,https://open.spotify.com/track/0JuHGHBM4kdINqDvhp5w4F,0,2008-09-25,2008,0.671,0.428,10,-10.272,1,0.052,0.231,0.0,0.104,0.552,107.12,133400,4,23.0
0K3tgQDfulexWyVVDrxqb7,True,Goin' Back to Harlem Vol. 5,0urTpYCsixqZwgNTkPJOJ4,Various Artists,Rock The Boat,https://open.spotify.com/track/0K3tgQDfulexWyVVDrxqb7,20,2019-06-26,2019,0.641,0.72,5,-5.209,1,0.0336,0.0688,0.00286,0.193,0.418,92.988,275027,4,16.0
0K7XjmTNFwQ2qwHn4MjlDx,True,Tough Luv,2sBv30RzdeMVPoBXbzjIo5,Young Gunz,No Better Love,https://open.spotify.com/track/0K7XjmTNFwQ2qwHn4MjlDx,46,2004-02-24,2004,0.674,0.897,8,-3.053,1,0.259,0.181,0.0,0.195,0.525,91.194,235907,4,9.0
0KfjpuucvWhHX2QKWRsxoe,True,Hip Hop y Reggaeton Constructivo,3AKpQmGURqfCHbd1difGPu,7th Poet,Es Dios - Feat Oscar Negron,https://open.spotify.com/track/0KfjpuucvWhHX2QKWRsxoe,3,2005-12-01,2005,0.842,0.718,1,-7.856,1,0.204,0.625,0.0,0.35,0.915,97.953,207360,4,1.0
0KhXVmAN4sqeEgsqRd39f2,True,Faith,5NDMothbpdpq2xHqSjrrWn,Faith Evans,You Used to Love Me,https://open.spotify.com/track/0KhXVmAN4sqeEgsqRd39f2,58,1995,1995,0.702,0.458,0,-8.195,1,0.035,0.247,1.64e-06,0.126,0.678,89.271,269173,4,1.0
0KkYC4Cs4mR58X2U3QITPq,True,Ali Farka Toure,3mNygoyrEKLgo6sx0MzwOL,Ali Farka Touré,N'Timbara,https://open.spotify.com/track/0KkYC4Cs4mR58X2U3QITPq,10,1988-01-01,1988,0.541,0.234,9,-19.762,1,0.0314,0.609,0.000145,0.0795,0.569,72.664,241693,4,4.0
0KlahhzNb98zyN83Vwae0l,True,Hook Me Up (US Version),1dIdBZaaHRW2bDTkHNfWln,The Veronicas,Untouched,https://open.spotify.com/track/0KlahhzNb98zyN83Vwae0l,63,2007-10-30,2007,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,255360,4,6.0
0MgX76GQEqYFKDMUbZZPUU,True,Meet The Residents,0X7nkgtJrvXcn1W8lN9Mtm,The Residents,Skratz,https://open.spotify.com/track/0MgX76GQEqYFKDMUbZZPUU,10,1974,1974,0.276,0.521,5,-11.304,1,0.0318,0.0742,0.723,0.149,0.331,98.129,104187,4,17.0
0MrRAUcB8AZiB9ue2VOBYe,True,beerbongs & bentleys,246dkjvS1zLTtiykXe5h60,Post Malone,Sugar Wraith,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe,70,2018-04-27,2018,0.606,0.775,5,-4.269,0,0.0671,0.262,0.0,0.1,0.307,164.02,228147,4,20.0
0MsGeX5id3jBCMzGs8tqu1,True,Dysphoria,33o00sXuyWiApOFzo0vr0z,Crywolf,Stomach It,https://open.spotify.com/track/0MsGeX5id3jBCMzGs8tqu1,48,2015-06-23,2015,0.599,0.313,11,-10.531,1,0.0386,0.375,6.8e-05,0.417,0.0692,121.986,346661,4,11.0
