id,Predicted_Like,album,artist_uri,artist,track,url,popularity,release_date,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre agg score
09aDV0TC2RfWFU5IwZfIdG,False,Raditude (Deluxe),3jOstUTkEu2JkjvRdBA5Gu,Weezer,(If You're Wondering If I Want You To) I Want You To,https://open.spotify.com/track/09aDV0TC2RfWFU5IwZfIdG,50,2009-11-03,2009,0.695,0.873,11,-5.722,0,0.0392,0.00163,0.000198,0.154,0.799,110.021,208773,4,1028.0
0AsUVUloJ52ZCXmqrMFgOI,False,Fuzzybrain,6eJa3zG1QZLRB3xgRuyxbm,Dayglow,Run the World!!!,https://open.spotify.com/track/0AsUVUloJ52ZCXmqrMFgOI,59,2019-11-14,2019,0.706,0.631,0,-7.711,1,0.0553,0.158,0.000607,0.0374,0.424,160.064,176250,4,208.0
0BGkmV4Sjl61ct6dcmQgK7,False,Gimme Fiction (2015 Remaster),0K1q0nXQ8is36PzOKAMbNe,Spoon,"The Beast and Dragon, Adored",https://open.spotify.com/track/0BGkmV4Sjl61ct6dcmQgK7,34,2005-05-10,2005,0.677,0.51,5,-6.087,1,0.0363,0.069,0.000199,0.378,0.423,127.131,258440,4,500.0
0BeAL5sGX7mxLNDWUJ36Ci,False,Paranoid Cocoon,6RHDASo3OVNiNY2nrGx3qc,Cotton Jones,I Am The Changer,https://open.spotify.com/track/0BeAL5sGX7mxLNDWUJ36Ci,60,2009-01-27,2009,0.634,0.529,0,-10.026,1,0.0284,0.784,0.000805,0.0902,0.451,122.015,394840,4,390.0
0Bo7grcJ9Api986n2RNcA8,False,The Con,5e1BZulIiYWPRm8yogwUYH,Tegan and Sara,Call It Off,https://open.spotify.com/track/0Bo7grcJ9Api986n2RNcA8,44,2007-07-24,2007,0.608,0.322,3,-8.722,1,0.0334,0.427,5.05e-06,0.119,0.275,150.3,141493,4,333.0
0E9qk7eTgy4JIk3JQgeWWz,False,Ground Trouble Jaw,7fSjnDr8tBO37Xbb2UXuYr,Richard Swift,Would You?,https://open.spotify.com/track/0E9qk7eTgy4JIk3JQgeWWz,34,2008-08-05,2008,0.418,0.549,2,-10.752,1,0.0353,0.172,5.46e-05,0.054,0.361,113.62,176040,3,329.0
0ECpFmPbRsynvhjor3LQ9P,False,Self-Inflicted Aerial Nostalgia,4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,Paper Girl,https://open.spotify.com/track/0ECpFmPbRsynvhjor3LQ9P,11,1989,1989,0.271,0.306,8,-17.9,1,0.0309,0.672,0.0163,0.12,0.36,90.2,136627,4,291.0
0Fe3WxeO6lZZxj7ytvbDUh,False,We Were Dead Before The Ship Even Sank,1yAwtBaoHLEDWAnWR87hBT,Modest Mouse,Dashboard,https://open.spotify.com/track/0Fe3WxeO6lZZxj7ytvbDUh,62,2007-03-20,2007,0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,246173,4,437.0
0K1KOCeJBj3lpDYxEX9qP2,False,Pop Psychology,0RpddSzUHfncUWNJXKOsjy,Neon Trees,Sleeping With A Friend,https://open.spotify.com/track/0K1KOCeJBj3lpDYxEX9qP2,56,2014-01-01,2014,0.582,0.882,2,-4.256,1,0.0355,0.00189,1.03e-05,0.32,0.507,107.034,228840,4,303.0
0KRFyNCcQ9qGczrDMMLZug,False,Sandbox,4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,Can't Stop,https://open.spotify.com/track/0KRFyNCcQ9qGczrDMMLZug,9,1987,1987,0.263,0.598,8,-11.601,0,0.0419,0.223,0.134,0.244,0.717,155.221,146027,4,291.0
0L4MDpE7fs3tjh4o4kQ9b8,False,Mars Audiac Quintet (Expanded Edition),3Rj0tDHoX7C5NFq5DKIpHt,Stereolab,Ping Pong,https://open.spotify.com/track/0L4MDpE7fs3tjh4o4kQ9b8,40,1994,1994,0.326,0.699,11,-7.928,1,0.0285,0.0191,0.000207,0.0813,0.821,166.925,183730,4,396.0
0LWINYMC4s8QTdDSb1B3Q3,False,This Desert Life,0vEsuISMWAKNctLlUAhSZC,Counting Crows,Hanginaround,https://open.spotify.com/track/0LWINYMC4s8QTdDSb1B3Q3,58,1999,1999,0.503,0.785,0,-6.571,1,0.0743,0.295,0.0,0.744,0.734,91.464,247333,4,584.0
0MJ5Qltavj6AWdxjheHlSI,False,The Muse,6FxuPrpa8phaP3Xn73emhT,The Wood Brothers,I Got Loaded,https://open.spotify.com/track/0MJ5Qltavj6AWdxjheHlSI,59,2013,2013,0.76,0.428,9,-8.768,1,0.0347,0.357,0.000351,0.0753,0.459,108.574,243440,4,411.0
0MbbjxUwRG0nNbneLXKkHP,False,Nothing's Shocking,02NfyD6AlLA12crYzw5YcR,Jane's Addiction,Pigs in Zen,https://open.spotify.com/track/0MbbjxUwRG0nNbneLXKkHP,35,1988-08-23,1988,0.362,0.849,11,-10.002,1,0.119,0.0101,0.124,0.426,0.687,179.101,270533,4,230.0
0Nk7bSn0MItonkR0GNs3mj,False,More Than Just a Dream (Deluxe Edition),4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,The Walker,https://open.spotify.com/track/0Nk7bSn0MItonkR0GNs3mj,61,2013-05-07,2013,0.77,0.801,9,-4.182,0,0.0336,0.00375,0.00281,0.0515,0.725,130.76,233133,4,309.0
0OlEggyotSFvMujRcc6A4u,False,Strange House,7EFB09NxZrMi9pGlOnuBpd,The Horrors,She Is The New Thing,https://open.spotify.com/track/0OlEggyotSFvMujRcc6A4u,18,2007-03-05,2007,0.494,0.889,6,-5.524,0,0.0455,0.000606,0.425,0.11,0.525,120.472,200680,4,409.0
0QPwbQvSDxXor4JKMSDJjG,False,Sandbox,4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,Long Distance Man,https://open.spotify.com/track/0QPwbQvSDxXor4JKMSDJjG,13,1987,1987,0.625,0.354,3,-11.935,0,0.037,0.296,0.0,0.0669,0.512,123.504,77267,4,291.0
0QTSIgOOnWG1VqeTOfqkBn,False,Self-Inflicted Aerial Nostalgia,4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,The Future Is In Eggs,https://open.spotify.com/track/0QTSIgOOnWG1VqeTOfqkBn,9,1989,1989,0.524,0.373,0,-16.134,0,0.0582,0.0647,0.195,0.106,0.327,99.102,209827,4,291.0
0RjSKdBv05R70rsdWAidJu,False,Suitcase 2,4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,What About the Rock?,https://open.spotify.com/track/0RjSKdBv05R70rsdWAidJu,1,2005,2005,0.51,0.536,5,-10.024,1,0.479,0.979,0.00116,0.142,0.324,131.53,403440,4,291.0
0SgdOI8fZ5uKygS246eKTo,False,The Trials Of Van Occupanther,4YsP5zmteLQ7etNjHAOu30,Midlake,Head Home,https://open.spotify.com/track/0SgdOI8fZ5uKygS246eKTo,38,2008,2008,0.418,0.791,2,-8.72,0,0.0311,0.327,0.0441,0.0886,0.48,143.016,341880,4,209.0
0Uhnzk5zI46IRlQ04LNOtc,False,Come Home With Me,7iMvwE8qANp3aIfAGKEAwS,Cam’ron,Hey Ma,https://open.spotify.com/track/0Uhnzk5zI46IRlQ04LNOtc,59,2002-01-01,2002,0.791,0.666,8,-5.484,1,0.341,0.0256,6.33e-06,0.0796,0.938,90.345,232533,4,376.0
0Uvr9tWS1fA5e9Rgm4xk1u,False,Girls Can Tell,0K1q0nXQ8is36PzOKAMbNe,Spoon,Anything You Want,https://open.spotify.com/track/0Uvr9tWS1fA5e9Rgm4xk1u,37,2001-02-20,2001,0.715,0.608,4,-7.674,1,0.0271,0.0148,6.5e-06,0.0919,0.638,106.102,136787,4,500.0
0V34LU5aBA3hYgq178hFFY,False,French Exit,0Y6dVaC9DZtPNH4591M42W,TV Girl,Birds Dont Sing,https://open.spotify.com/track/0V34LU5aBA3hYgq178hFFY,60,2014-06-05,2014,0.612,0.942,7,-4.549,1,0.0568,0.016,0.0,0.137,0.807,106.57,209347,4,345.0
0VXp4zDspR993l2hIKW17g,False,You Forgot It In People,7lOJ7WXyopaxri0dbOiZkd,Broken Social Scene,Anthems For A Seventeen Year-Old Girl,https://open.spotify.com/track/0VXp4zDspR993l2hIKW17g,57,2003-03-11,2003,0.466,0.446,4,-9.415,1,0.0322,0.229,0.0168,0.125,0.403,80.154,275693,4,697.0
0W2Nl7C5ifo3i0gVLObmaO,False,World Of Echo,3iJJD5v7oIFUevW4N5w5cj,Arthur Russell,Tower Of Meaning/Rabbit's Ear/Home Away From Home,https://open.spotify.com/track/0W2Nl7C5ifo3i0gVLObmaO,23,1986,1986,0.386,0.0605,7,-23.669,1,0.038,0.658,0.0692,0.171,0.0698,111.939,277600,4,254.0
0W4Kpfp1w2xkY3PrV714B7,False,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,Ho Hey,https://open.spotify.com/track/0W4Kpfp1w2xkY3PrV714B7,70,2012-04-03,2012,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133,4,201.0
0WTKvxd4SXsxbErWOy8Izp,False,Devil Between My Toes,4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,Discussing Wallace Chambers,https://open.spotify.com/track/0WTKvxd4SXsxbErWOy8Izp,11,1987,1987,0.425,0.97,4,-11.438,0,0.0822,0.204,0.0707,0.623,0.251,154.151,108333,4,291.0
0YuCATlVwxG5Mq8lN2Omro,False,Tusk (Deluxe Edition),08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,Sara - 2015 Remaster,https://open.spotify.com/track/0YuCATlVwxG5Mq8lN2Omro,59,1979-10-12,1979,0.735,0.534,10,-12.154,1,0.0295,0.423,0.00267,0.204,0.551,127.01,275107,4,472.0
0ZSmRnXnP5fdANtVlCok1g,False,Get Born,5ypxebeHEIXjMtJb17uJlI,Jet,Look What You've Done,https://open.spotify.com/track/0ZSmRnXnP5fdANtVlCok1g,60,2003-09-15,2003,0.398,0.547,0,-6.846,1,0.0261,0.414,0.00143,0.146,0.305,73.396,230880,4,206.0
0ZXmGxjtSWLD1KO8IRRuIg,False,Music From The O.C. Mix 1,0K1q0nXQ8is36PzOKAMbNe,Various Artists,The Way We Get By,https://open.spotify.com/track/0ZXmGxjtSWLD1KO8IRRuIg,47,2004-03-30,2004,0.725,0.662,9,-5.819,0,0.0291,0.363,5.3e-06,0.125,0.591,75.009,160747,4,500.0
0bORa4VpL8NzyMXEI6UFGK,False,"Echoes, Silence, Patience & Grace",7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,Long Road To Ruin,https://open.spotify.com/track/0bORa4VpL8NzyMXEI6UFGK,58,2007-09-25,2007,0.401,0.888,0,-3.793,1,0.0401,0.000367,0.0,0.12,0.365,146.781,224880,4,241.0
0bbazTsBa37DXVBl3RwBfu,False,See You There,59hLmB5DrdihCYtNeFeW1U,Glen Campbell,Hey Little One,https://open.spotify.com/track/0bbazTsBa37DXVBl3RwBfu,32,2013-08-13,2013,0.598,0.524,11,-7.622,1,0.0232,0.233,2.06e-05,0.219,0.436,86.972,157923,4,344.0
0c4IEciLCDdXEhhKxj4ThA,False,The 2nd Law,12Chz98pHFMPJEknJQMWvI,Muse,Madness,https://open.spotify.com/track/0c4IEciLCDdXEhhKxj4ThA,69,2012-09-24,2012,0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,281040,4,201.0
0hDQV9X1Da5JrwhK8gu86p,False,Fever To Tell (Deluxe Remastered),3TNt4aUIxgfy9aoaft5Jj2,Yeah Yeah Yeahs,Maps,https://open.spotify.com/track/0hDQV9X1Da5JrwhK8gu86p,65,2003-04-29,2003,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,219987,4,557.0
0hNhlwnzMLzZSlKGDCuHOo,False,Depression Cherry,56ZTgzPBDge0OvCGgMO3OY,Beach House,Space Song,https://open.spotify.com/track/0hNhlwnzMLzZSlKGDCuHOo,67,2015-08-28,2015,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,320467,4,372.0
0hm8rgOY17z7kQJlqGKbu7,False,Babel (Deluxe Version),3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,I Will Wait,https://open.spotify.com/track/0hm8rgOY17z7kQJlqGKbu7,69,2012-09-25,2012,0.48,0.756,1,-5.399,1,0.0333,0.00993,0.00704,0.312,0.447,131.127,276720,4,204.0
0i9psBZQDCtXhi1PgjWeB8,False,New Health Rock,3HJIB8sYPyxrFGuwvKXSLR,TV On The Radio,Modern Romance,https://open.spotify.com/track/0i9psBZQDCtXhi1PgjWeB8,20,2004-10-12,2004,0.426,0.471,10,-13.897,1,0.0336,0.962,0.489,0.107,0.129,76.353,251440,4,604.0
0iINibMKtoS8duvexsqnm5,False,Tusk (Deluxe Edition),08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,Tusk - 2015 Remaster,https://open.spotify.com/track/0iINibMKtoS8duvexsqnm5,59,1979-10-12,1979,0.628,0.779,0,-11.841,1,0.0831,0.224,0.776,0.151,0.936,180.837,217573,4,472.0
0iSQfYXHFZleDXQ3MqG01A,False,Happy Woman Blues,60ht0hWRy1yjUDfNsLuHuP,Lucinda Williams,King of Hearts,https://open.spotify.com/track/0iSQfYXHFZleDXQ3MqG01A,24,1980,1980,0.458,0.303,9,-17.653,1,0.0375,0.335,0.0,0.136,0.449,145.653,245133,3,366.0
0iYXDjcE2fOpJiy0ob1Kk3,False,The Runaround,1xLMexpeeTKQ20SwGMaGSK,Wild Child,Crazy Bird,https://open.spotify.com/track/0iYXDjcE2fOpJiy0ob1Kk3,49,2015-05-19,2015,0.779,0.523,3,-8.359,1,0.0361,0.247,0.000179,0.318,0.708,93.483,241267,4,235.0
0kAFTd3dWytNQPVF18jCIv,False,Road To Rouen,0sHeX8oQ6o7xic3wMf4NBU,Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",https://open.spotify.com/track/0kAFTd3dWytNQPVF18jCIv,53,2005-06-13,2005,0.297,0.501,7,-14.485,1,0.0316,0.00665,0.19,0.258,0.161,95.571,330507,4,233.0
0kSxRxxiI1Vaiispzszvf0,False,Bee Thousand,4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,Echos Myron,https://open.spotify.com/track/0kSxRxxiI1Vaiispzszvf0,31,1994-01-21,1994,0.443,0.889,1,-11.578,1,0.0426,0.0801,1.04e-05,0.146,0.359,132.162,162293,4,291.0
0kYUrLVQOfx21xuXu7OGrT,False,Hot Fuss,0C0XlULifJtAgn6ZNCW2eu,The Killers,All These Things That I've Done,https://open.spotify.com/track/0kYUrLVQOfx21xuXu7OGrT,65,2004-06-15,2004,0.557,0.728,6,-6.181,1,0.0405,0.00156,5.13e-06,0.118,0.216,118.241,301573,4,203.0
0kduHyov5fuZu7vwuEtV2s,False,Ga Ga Ga Ga Ga (2017 Remaster),0K1q0nXQ8is36PzOKAMbNe,Spoon,Eddie's Ragga,https://open.spotify.com/track/0kduHyov5fuZu7vwuEtV2s,29,2007-07-10,2007,0.763,0.521,4,-8.386,0,0.0329,0.0191,7.82e-05,0.286,0.827,114.007,221440,4,500.0
0l58YQ6trzdxO3C9XFczZS,False,Babel (Deluxe Version),3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,Whispers in the Dark,https://open.spotify.com/track/0l58YQ6trzdxO3C9XFczZS,46,2012-09-25,2012,0.385,0.73,2,-7.82,1,0.0409,0.00382,0.00278,0.123,0.36,134.659,195867,4,204.0
0lDoG5fQ9cmpvpenwR7Jln,False,Rather Ripped,5UqTO8smerMvxHYA5xsXb6,Sonic Youth,Incinerate,https://open.spotify.com/track/0lDoG5fQ9cmpvpenwR7Jln,54,2006-01-01,2006,0.446,0.866,8,-8.016,1,0.0342,0.0794,0.543,0.137,0.455,152.172,295813,4,318.0
0liUEISXlOMVyjHAZT95Be,False,Happy Woman Blues,60ht0hWRy1yjUDfNsLuHuP,Lucinda Williams,Maria,https://open.spotify.com/track/0liUEISXlOMVyjHAZT95Be,24,1980,1980,0.457,0.368,7,-15.62,1,0.0316,0.484,0.0,0.155,0.666,133.862,228440,4,366.0
0mBkoM8r7KAQzZij5swTUL,False,Walking On A Dream,67hb7towEyKvt5Z8Bx306c,Empire of the Sun,Walking On A Dream,https://open.spotify.com/track/0mBkoM8r7KAQzZij5swTUL,64,2009-02-23,2009,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,198440,4,293.0
0nzF6zVEEVzSvBIIQXMr1t,False,Dots And Loops,3Rj0tDHoX7C5NFq5DKIpHt,Stereolab,Rainbo Conversation,https://open.spotify.com/track/0nzF6zVEEVzSvBIIQXMr1t,34,1997-09-22,1997,0.489,0.672,6,-10.34,0,0.0294,0.00422,0.272,0.108,0.699,94.905,286347,5,396.0
0o995gJCGebaza0LWybToU,False,Out of Exile,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,Doesn't Remind Me,https://open.spotify.com/track/0o995gJCGebaza0LWybToU,64,2005-01-01,2005,0.457,0.768,9,-3.592,1,0.0378,0.169,0.0,0.103,0.232,99.739,255000,4,235.0
0pAisVoZ7Gybjvm0q7AoVu,False,In Ghost Colours,4EENT7N7rCBwrddM3s0vFS,Cut Copy,Hearts On Fire,https://open.spotify.com/track/0pAisVoZ7Gybjvm0q7AoVu,51,2008-01-01,2008,0.581,0.959,10,-3.955,0,0.0498,0.0421,0.93,0.242,0.731,124.969,292547,4,588.0
0rJT2ifrqsnrJfCliC2NKP,False,World Of Echo,3iJJD5v7oIFUevW4N5w5cj,Arthur Russell,Hiding Your Present From You,https://open.spotify.com/track/0rJT2ifrqsnrJfCliC2NKP,25,1986,1986,0.818,0.295,10,-22.539,0,0.141,0.439,0.569,0.107,0.313,99.833,256640,4,254.0
0thtl4MuoUHKfuPDd7fSgW,False,World Of Echo,3iJJD5v7oIFUevW4N5w5cj,Arthur Russell,Treehouse,https://open.spotify.com/track/0thtl4MuoUHKfuPDd7fSgW,24,1986,1986,0.722,0.353,1,-16.407,1,0.194,0.02,0.223,0.0959,0.366,136.892,135027,4,254.0
0uLhNT7UIH3nZCCDZd3OBl,False,Light Grenades,3YcBF2ttyueytpXtEzn1Za,Incubus,Anna Molly,https://open.spotify.com/track/0uLhNT7UIH3nZCCDZd3OBl,59,2006-11-28,2006,0.451,0.973,8,-2.611,1,0.0514,0.00428,7.36e-06,0.0924,0.628,151.885,225880,4,221.0
0vek0LcCbvcMtj0GkXMMJy,False,You Could Have It So Much Better,0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,Do You Want To,https://open.spotify.com/track/0vek0LcCbvcMtj0GkXMMJy,57,2005-10-03,2005,0.413,0.942,0,-2.871,1,0.0453,0.0783,0.000412,0.689,0.759,123.085,215000,4,375.0
0wBs0aL02WUxP2y1JcQNlP,False,Cobra And Phases Group Play Voltage In The Milky Night,3Rj0tDHoX7C5NFq5DKIpHt,Stereolab,Come And Play In The Milky Night,https://open.spotify.com/track/0wBs0aL02WUxP2y1JcQNlP,34,1999-09-21,1999,0.494,0.769,11,-11.465,1,0.0284,0.000557,0.773,0.17,0.548,92.597,278493,4,396.0
0zY7SkbIByXGKak663jHuI,False,Revelations,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,Original Fire,https://open.spotify.com/track/0zY7SkbIByXGKak663jHuI,47,2006-08-29,2006,0.638,0.947,9,-2.811,1,0.054,0.0103,0.0727,0.386,0.7,124.162,218507,4,235.0
114ZIcx0S3gJkZmT3wmGte,False,Inside Job,5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,Taking You Home,https://open.spotify.com/track/114ZIcx0S3gJkZmT3wmGte,49,2000-05-23,2000,0.569,0.498,4,-6.63,0,0.0269,0.341,2.35e-05,0.134,0.0891,72.344,331667,4,263.0
11hQvcLydGTyXS3Wo6AkmW,False,The State vs. Radric Davis (Deluxe),13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,Wasted (feat. Plies),https://open.spotify.com/track/11hQvcLydGTyXS3Wo6AkmW,51,2009-12-04,2009,0.702,0.727,5,-3.443,1,0.155,0.0827,0.0,0.0831,0.549,155.093,249840,4,404.0
15h2cWbzZJVgpMDZDsqBdn,False,Pig Lib,0WISkx0PwT6lYWdPqKUJY8,Stephen Malkmus,Vanessa From Queens,https://open.spotify.com/track/15h2cWbzZJVgpMDZDsqBdn,39,2003-03-18,2003,0.724,0.649,7,-9.205,1,0.029,0.646,0.839,0.0529,0.479,122.294,201173,4,477.0
16c3rGS7WN7qanzgyKCO5g,False,The Hot Rock (Remastered),4wLIbcoqmqI4WZHDiBxeCB,Sleater-Kinney,Start Together,https://open.spotify.com/track/16c3rGS7WN7qanzgyKCO5g,24,1999,1999,0.443,0.943,6,-3.288,1,0.0462,0.0202,0.0292,0.142,0.377,140.349,159080,4,299.0
17DkINHP2qVaSWx31M13dh,False,Who Will Cut Our Hair When We're Gone? (Remastered),7L5HH5QtkDe7u2hJ1FUKFo,The Unicorns,Inoculate the Innocuous,https://open.spotify.com/track/17DkINHP2qVaSWx31M13dh,31,2014-07-29,2014,0.362,0.45,7,-8.204,1,0.0628,0.312,0.332,0.0965,0.162,83.441,318227,4,318.0
17Tg9KYEkRRmftzs6BcFYY,False,Innocence Reaches,5xeBMeW0YzWIXSVzAxhM8O,of Montreal,it's different for girls,https://open.spotify.com/track/17Tg9KYEkRRmftzs6BcFYY,43,2016-08-12,2016,0.6,0.818,0,-6.325,1,0.0271,0.000523,0.00292,0.505,0.678,114.004,239227,4,531.0
19503qDaxgCdPL2BhJngij,False,A Certain Trigger,048FBwXjFYBWxSggPDipic,Maximo Park,Apply Some Pressure,https://open.spotify.com/track/19503qDaxgCdPL2BhJngij,57,2005-05-16,2005,0.378,0.953,9,-3.632,1,0.138,0.000719,2.89e-05,0.0936,0.512,167.808,200347,4,331.0
19iqWNzp5LwEdvntpEK8MP,False,Broken Boy Soldiers,4wo1267SJuUfHgasdlfNfc,The Raconteurs,"Steady, As She Goes",https://open.spotify.com/track/19iqWNzp5LwEdvntpEK8MP,69,2006,2006,0.524,0.578,9,-4.563,1,0.12,0.0132,0.00921,0.108,0.537,123.669,215267,4,328.0
19lrZU29uQhQB67aBEjMTH,False,World Of Echo,3iJJD5v7oIFUevW4N5w5cj,Arthur Russell,Lucky Cloud,https://open.spotify.com/track/19lrZU29uQhQB67aBEjMTH,24,1986,1986,0.731,0.225,0,-16.682,1,0.0518,0.293,0.0302,0.103,0.125,134.231,173240,4,254.0
1D7UBHqaPWDbBHs2S5YXge,False,Make Believe,3jOstUTkEu2JkjvRdBA5Gu,Weezer,Perfect Situation,https://open.spotify.com/track/1D7UBHqaPWDbBHs2S5YXge,55,2005-05-10,2005,0.47,0.806,6,-4.1,1,0.0328,0.0271,0.000142,0.2,0.403,93.853,254333,4,257.0
1E8wif6bVXurUgxV8Gfwrw,False,Malice 'N Wonderland,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,Gangsta Luv,https://open.spotify.com/track/1E8wif6bVXurUgxV8Gfwrw,49,2009-01-01,2009,0.59,0.735,2,-4.924,1,0.297,0.0277,0.0,0.0818,0.398,102.076,256547,4,340.0
1EDgPvKsqQJQsT5kz0b8SI,False,A Folk Set Apart,2iUVQjheBnvOt8vaBrxXJz,Cass McCombs,Minimum Wage,https://open.spotify.com/track/1EDgPvKsqQJQsT5kz0b8SI,34,2015-12-11,2015,0.619,0.549,7,-9.379,1,0.0303,0.508,0.269,0.0712,0.245,112.848,187093,4,589.0
1EGQQtqTAzrdh0Fm18xVpC,False,Self-Inflicted Aerial Nostalgia,4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,Liar's Tale,https://open.spotify.com/track/1EGQQtqTAzrdh0Fm18xVpC,13,1989,1989,0.675,0.25,10,-18.032,1,0.0563,0.98,0.661,0.0895,0.573,138.509,117040,4,291.0
1FFmZ9aFjMY9rQi8Zq98Bx,False,Polyaneurism,5xeBMeW0YzWIXSVzAxhM8O,of Montreal,Polyaneurism,https://open.spotify.com/track/1FFmZ9aFjMY9rQi8Zq98Bx,20,2019-12-05,2019,0.592,0.977,0,-4.839,1,0.0406,0.121,0.0,0.3,0.728,129.028,210659,4,531.0
